time_sec,host_write_MB,cache_write_MB,backend_write_MB,host_delta_MB,cache_delta_MB,backend_delta_MB,nvme_host_written_MB,nvme_media_written_MB,nvme_host_delta_MB,nvme_media_delta_MB,valid_blocks,write_hit_count,gc_victim_blocks,evict_victim_blocks,l2p_write_MB,md_write_MB,l2p_delta_MB,md_delta_MB
140.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
142.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
144.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
146.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
148.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
150.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
152.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
154.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
156.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
158.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
160.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
162.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
164.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
166.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
168.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
170.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
172.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
174.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
176.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
178.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
180.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
182.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
184.00,0.00,0.00,0.00,0.00,0.00,0.00,5671994958.57,8650695983.73,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
186.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,59780.42,1060232.28,0,0,0,0,0.00,1792343.25,0.00,0.00
188.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
190.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
192.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
194.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
196.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
198.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
200.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
202.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
204.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
206.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
208.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
210.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
212.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
214.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
216.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
218.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
220.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
222.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
224.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
226.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
228.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
230.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
232.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
234.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
236.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
238.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
240.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
242.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
244.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
246.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
248.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
250.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
252.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
254.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
256.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
258.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
260.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
262.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
264.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
266.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
268.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
270.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
272.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
274.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
276.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
278.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
280.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
282.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
284.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
286.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
288.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
290.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
292.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
294.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
296.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
298.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
300.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
302.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
304.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
306.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
308.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
310.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
312.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
314.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
316.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
318.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
320.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
322.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
324.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
326.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
328.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
330.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
332.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
334.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
336.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
338.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
340.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
342.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
344.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
346.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
348.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
350.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
352.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
354.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
356.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
358.00,0.00,0.00,0.00,0.00,0.00,0.00,5672054738.99,8651756216.01,0.00,0.00,0,0,0,0,0.00,1792343.25,0.00,0.00
